agency,state,year,months_reported,population,latitude,longitude,source_file,violent_crime_rate,property_crime_rate,homicide_rate,coverage_ratio,safety_score,safety_label
Shreveport Police Dept,LA,,12,202164,32.5252,93.7502,crime_population.csv,766.7042599077977,4878.217684652065,8.409014463504878,1.0,0.6930458096061838,Low
Simi Valley Police Dept,CA,,12,126686,34.2694,118.7815,crime_population.csv,111.29880176183634,1512.400738834599,2.368059611953965,1.0,0.9634211748797848,High
Sioux Falls Police Dept,SD,,12,158354,43.5446,96.7311,crime_population.csv,398.4743044065827,3183.3739596094824,1.2629930409083447,1.0,0.8494321515124039,Medium
South Bend Police Dept,IN,,12,101398,41.6764,86.252,crime_population.csv,613.4243278960138,4760.448924041894,17.751829424643486,1.0,0.6955583398564064,Low
Spokane Police Dept,WA,,12,212163,47.6588,117.426,crime_population.csv,645.258598341841,8730.080174205681,6.127364337796883,1.0,0.5729397182100566,Low
Springfield Police Dept,IL,,12,117131,44.0642,123.022,crime_population.csv,971.5617556411198,5929.258693257976,8.5374495223297,1.0,0.6142522022819976,Low
Springfield Police Dept,MA,,12,154518,42.1015,72.5898,crime_population.csv,1039.361110032488,4545.748715360023,7.118911712551289,1.0,0.660183558160095,Low
Springfield Police Dept,MO,,12,160962,37.209,93.2923,crime_population.csv,991.5383755172028,9010.82243013879,9.94023434102459,1.0,0.4862920250917213,Low
St. Petersburg Police Dept,FL,,12,248340,27.7518,82.6267,crime_population.csv,901.5865345896754,5013.690907626641,6.040106305870983,1.0,0.6707146444813825,Low
Stamford Police Dept,CT,,12,124201,41.0534,73.5387,crime_population.csv,282.60642023816234,1555.5430310545005,4.025732482025104,1.0,0.9250146927299934,High
Sterling Heights Police Dept,MI,,12,129974,42.5803,83.0302,crime_population.csv,178.4972379091203,1983.4736178004832,3.0775385846400045,1.0,0.930512497145698,High
Sunnyvale Dept Of Public Safety,CA,,12,143606,37.3688,122.0363,crime_population.csv,118.37945489742768,1779.173572134869,2.089049204072253,1.0,0.9526553223566389,High
Surprise Police Dept,AZ,,12,120793,33.6292,112.3679,crime_population.csv,134.11373175597925,2059.722003758496,2.4835876251107267,1.0,0.9375956618875115,High
Syracuse Police Dept,NY,,12,145934,43.0481,76.1474,crime_population.csv,940.1510271766688,4095.0018501514382,9.593377828333356,1.0,0.687893588952119,Low
Tacoma Police Dept,WA,,12,202646,47.2529,122.4443,crime_population.csv,796.9562685668604,6349.0026943537005,5.921656484707322,1.0,0.6383625552165919,Low
Tallahassee Police Dept,FL,,12,185461,30.4383,84.2807,crime_population.csv,853.0095276095783,4646.259860563677,6.4703630412863085,1.0,0.692506496666007,Low
Temecula,CA,,12,103414,33.4936,117.1484,crime_population.csv,93.79774498617208,2359.448430579999,0.0,1.0,0.9413442748739403,High
Tempe Police Dept,AZ,,12,166061,33.4255,111.94,crime_population.csv,528.7213734711943,4711.521669747864,6.624071877201751,1.0,0.7488792488371101,Low
Thornton Police Dept,CO,,12,123115,39.868,104.9719,crime_population.csv,269.6665719043171,2645.494050278195,0.812248710555172,1.0,0.8953887177277946,High
Thousand Oaks,CA,,12,129171,34.1706,118.8376,crime_population.csv,121.5443094812303,1422.9200052643396,0.0,1.0,0.972662624315796,High
Topeka Police Dept,KS,,12,128843,39.0558,95.689,crime_population.csv,599.1788455717424,5309.562801238717,11.642076014994997,1.0,0.6965374542197089,Low
Torrance Police Dept,CA,,12,147851,33.8358,118.3406,crime_population.csv,128.50775442844483,1819.399260065877,2.705426409019892,1.0,0.9472477658725756,High
Tyler Police Dept,TX,,12,100040,32.3513,95.3011,crime_population.csv,536.7852858856457,4504.198320671731,3.9984006397441023,1.0,0.763931826569934,Medium
Vallejo Police Dept,CA,,12,117912,38.1041,122.2566,crime_population.csv,744.6231087590745,4956.238550783635,11.87326141529276,1.0,0.6828811644294949,Low
Vancouver Police Dept,WA,,12,166375,49.2827,123.1207,crime_population.csv,355.8226897069872,3893.613824192336,3.005259203606311,1.0,0.8240183635449658,Medium
Ventura Police Dept,CA,,12,108511,34.2746,119.229,crime_population.csv,285.68532222539653,3580.2821833731145,0.9215655555657952,1.0,0.8557680839321223,Medium
Victorville,CA,,12,118687,34.5362,117.2928,crime_population.csv,569.5653272894251,3761.995837791839,5.055313555823299,1.0,0.7833649775674003,Medium
Visalia Police Dept,CA,,12,127604,36.3302,119.2921,crime_population.csv,426.3189241716561,4334.503620576158,3.918372464813015,1.0,0.7910217260294363,Medium
City Of Waco Police Dept,TX,,12,128595,31.5493,97.1467,crime_population.csv,493.7983591897041,4544.500174967923,4.665811267934212,1.0,0.7680866595693323,Medium
Warren Police Dept,MI,,12,134340,42.5145,83.0147,crime_population.csv,532.2316510346881,2818.966800655054,0.0,1.0,0.8431683585348851,Medium
Waterbury Police Dept,CT,,12,110486,41.5582,73.0515,crime_population.csv,296.8701916984957,4265.698821570154,4.525460239306337,1.0,0.8154506179014428,Medium
West Covina Police Dept,CA,,12,107861,34.0686,117.939,crime_population.csv,260.5204846978982,2989.0321803061347,1.8542383252519443,1.0,0.880349570434245,Medium
West Jordan Police Dept,UT,,12,107103,40.6097,111.9391,crime_population.csv,185.80245184541985,2769.296845093041,1.867361325079596,1.0,0.902535294381285,High
West Palm Beach Police Dept,FL,,12,102422,26.7153,80.0534,crime_population.csv,801.585596844428,5276.21018921716,16.597996524184257,1.0,0.6447657328648215,Low
West Valley Police Dept,UT,,12,133725,40.6916,112.0011,crime_population.csv,447.9341933071602,4164.516732099458,0.7478033277248084,1.0,0.803898740352536,Medium
Westminster Police Dept,CO,,12,109461,39.8367,105.0372,crime_population.csv,259.4531385607659,2585.3957117146747,1.8271347785969432,1.0,0.8963211547473642,High
Wichita Falls Police Dept,TX,,12,105488,33.9137,98.4934,crime_population.csv,450.28818443804033,4759.78310329137,4.739875625663583,1.0,0.7674505293735278,Medium
Wilmington Police Dept,NC,,12,109370,34.225,77.9447,crime_population.csv,565.0544024869708,5403.675596598702,7.314620096918717,1.0,0.713092765497789,Low
Winston-Salem Police Dept,NC,,12,234687,30.0999,80.2442,crime_population.csv,663.0107334449714,5837.98846974907,2.5565966585281674,1.0,0.6936188630654102,Low
Woodbridge Police Dept,NJ,,12,100612,38.6582,77.2497,crime_population.csv,121.25790164195124,1955.0351846698209,0.0,1.0,0.952032743813134,High
Worcester Police Dept,MA,,12,183247,42.2626,71.8023,crime_population.csv,959.3608626607802,3510.016535059237,4.365692207785121,1.0,0.7239785855749719,Low
Yonkers Police Dept,NY,,12,198464,40.9312,73.8987,crime_population.csv,570.8843921315704,1292.4258303772976,2.015478877781361,1.0,0.8889187860930585,High
